emp_no,exit_date,exit_reason
28162,6/15/02,1
496200,6/19/96,6
286905,3/23/03,4
284350,7/31/11,5
73471,6/8/99,6
259293,3/30/01,5
487071,10/6/99,7
429334,9/21/92,2
78504,4/23/04,4
458074,6/24/03,7
250408,8/21/02,5
78507,3/29/08,7
448317,10/8/03,1
450793,5/27/94,4
101925,12/6/91,1
268273,10/26/96,2
278316,3/27/06,4
18674,8/7/01,5
473427,4/8/96,7
49888,2/28/01,2
232046,10/25/06,1
492095,7/24/94,2
403842,6/23/98,4
299475,1/29/10,1
408820,5/13/97,7
260987,11/21/99,7
471888,6/22/02,6
450993,4/27/11,5
290419,10/19/98,2
424265,12/25/98,3
281216,10/17/99,3
443137,7/28/06,6
83147,2/21/05,4
471503,8/2/98,5
493636,5/11/93,5
75977,7/5/99,3
272507,2/21/93,1
256717,9/3/92,1
275855,4/2/08,7
21741,1/17/92,1
491678,5/17/08,6
84022,1/13/00,2
101479,2/6/97,7
220862,8/1/01,6
283321,1/2/91,3
90274,5/9/02,7
416959,12/11/94,4
250809,5/12/04,5
486453,5/14/10,1
230066,6/10/01,7
212172,11/4/94,1
272234,7/29/03,6
95247,12/8/95,1
60186,5/13/03,1
410890,2/2/01,7
101113,4/20/15,6
480504,3/29/99,1
299605,8/11/00,2
285727,1/30/02,4
455560,8/17/93,3
231645,10/5/95,6
430508,1/12/09,6
210284,12/7/94,2
484951,12/26/04,6
402852,9/9/10,6
424467,7/7/98,1
14884,1/11/03,7
436714,2/19/93,4
284143,2/18/93,7
103319,8/31/03,4
264524,6/22/93,7
228693,2/25/98,6
288981,5/12/95,2
419484,11/10/97,3
109293,12/11/08,2
296859,8/18/00,3
462433,9/13/95,6
204890,5/23/96,6
41586,9/23/93,2
490122,1/10/98,6
50687,6/21/95,3
255830,12/28/99,6
444393,11/6/98,3
92168,2/16/03,4
79501,5/22/11,6
15851,1/11/93,5
265058,3/12/97,6
94163,6/13/98,5
64570,12/6/01,4
494227,2/10/95,3
491789,1/31/94,2
289482,4/23/98,7
232839,9/18/07,2
215925,7/20/06,6
83869,8/23/95,6
407286,8/4/97,5
52211,9/29/97,2
65388,10/16/95,5
61868,6/10/97,3
60282,7/28/00,3
59054,3/8/06,2
419242,7/18/93,4
14273,8/31/10,3
48369,11/20/00,7
492111,1/16/91,3
54628,7/2/92,4
84854,2/14/05,1
87090,7/20/97,2
413121,4/6/04,4
237040,2/4/07,3
436605,10/1/95,1
430181,12/24/03,2
451437,3/19/02,3
449242,5/1/94,2
401055,3/7/01,1
282242,1/27/07,6
273399,5/13/98,4
99287,5/31/93,2
95404,5/1/98,7
96158,5/13/06,6
66220,1/6/04,7
259882,4/10/04,6
75860,8/19/98,1
255147,9/11/00,5
407257,6/29/04,3
80269,3/17/96,6
105626,2/23/08,1
414863,9/15/98,6
472124,7/17/91,2
231138,1/8/00,7
259941,10/3/95,4
495937,3/7/03,7
87042,5/24/09,7
422279,4/7/10,1
39620,9/16/05,7
93040,3/16/07,4
238017,4/11/94,2
253811,11/29/02,7
204227,7/15/04,7
438487,11/6/99,4
32300,11/12/02,6
491259,8/30/00,3
496383,9/22/91,4
499809,10/19/00,1
98831,12/29/93,5
251203,11/28/99,6
432622,12/13/93,7
54599,11/1/99,3
224047,6/24/05,4
448180,2/17/04,6
268831,11/25/00,3
238792,8/28/07,5
456973,3/14/92,5
482854,4/15/99,5
32318,5/27/99,7
421505,12/3/95,1
260269,7/1/00,4
250916,4/18/00,5
234922,7/7/98,6
27335,4/8/02,2
469248,8/20/03,2
74758,6/15/02,7
83428,10/18/95,4
427315,3/21/04,5
39291,2/5/05,2
457839,4/11/91,5
67465,5/28/97,5
63662,6/19/96,4
438912,10/23/02,3
63197,8/30/02,3
403440,8/1/02,2
491754,2/20/02,7
207530,4/27/95,3
23452,11/4/04,2
406048,4/7/04,6
455466,9/18/94,5
20281,10/15/92,7
213837,5/11/93,1
449946,7/6/10,4
452279,7/30/02,4
20247,6/17/93,3
218881,12/1/01,4
87723,4/6/01,1
423085,10/15/94,7
240141,3/19/95,2
472404,1/28/05,5
208231,12/18/03,5
412314,3/8/99,1
288717,12/21/02,7
272372,12/19/03,4
409951,8/17/97,1
412588,9/17/04,4
436050,7/24/99,1
428720,4/8/01,4
459293,12/10/05,5
68266,5/21/00,7
107023,10/26/01,2
237869,1/12/91,1
486397,12/28/02,5
296413,10/7/94,4
201941,4/17/12,4
109767,2/27/07,4
266241,10/5/96,3
94027,10/5/02,4
29062,1/16/99,5
228652,11/2/01,2
48226,12/10/98,6
55746,6/25/92,5
96127,5/3/94,6
100652,12/2/01,4
298455,12/18/96,2
210570,12/20/92,6
273072,4/26/99,7
483881,9/28/01,6
261305,3/17/98,1
222351,11/29/98,6
37746,11/7/01,7
40498,7/1/01,7
40816,1/21/98,4
493812,11/13/94,5
409653,12/31/99,5
244549,7/19/05,6
431955,8/26/94,4
413104,7/7/07,7
285112,6/28/91,4
65773,9/9/94,7
434356,5/22/94,1
29930,10/24/99,1
28155,9/11/94,2
55727,4/22/99,4
41263,1/4/03,1
56768,2/12/00,2
66745,4/13/04,3
84321,5/10/98,3
482747,1/22/95,1
296805,11/6/02,3
497518,10/24/01,4
496779,12/3/00,1
417110,1/4/95,1
405433,10/4/96,7
17173,8/2/07,5
275426,1/16/95,6
419369,6/23/97,6
254934,3/19/92,3
453220,8/28/97,1
266266,1/12/08,2
413774,1/18/02,6
285975,2/12/98,7
449027,5/10/94,4
52472,11/24/00,7
77708,7/4/91,1
205606,12/21/97,5
463641,8/14/05,1
419766,3/22/96,5
461415,2/12/03,1
24195,1/12/07,3
401866,10/8/94,1
17990,3/9/01,5
50935,12/8/98,3
208167,12/18/01,3
238426,10/19/03,6
406885,8/9/05,1
411048,6/15/08,2
224704,3/24/01,3
464471,12/21/00,4
227004,8/15/99,4
77905,6/2/06,2
240947,3/25/98,1
246589,4/4/12,5
93476,5/19/06,1
85008,3/3/02,1
486258,11/29/95,1
443346,5/11/03,6
204899,9/8/98,7
241596,7/28/97,3
27705,4/8/92,5
67223,5/3/06,1
490158,1/12/04,2
478273,5/7/00,2
296802,5/1/99,2
30352,7/30/09,3
273542,12/15/97,6
424845,3/12/02,5
418223,4/1/14,2
53231,10/28/02,4
412165,8/2/94,2
253439,2/25/01,2
453399,12/25/98,1
223784,5/21/97,3
102690,7/7/01,3
482928,7/3/92,1
446631,1/29/98,2
290101,2/15/03,4
262831,11/5/92,4
453713,10/4/93,4
82806,9/1/99,6
231617,2/4/04,5
481991,8/24/02,2
454442,4/18/91,7
37921,1/18/06,6
53433,1/2/98,7
87700,5/30/98,1
272053,12/3/01,7
16975,12/24/04,7
10761,4/19/99,5
290885,8/10/93,2
246550,11/16/95,1
109091,7/17/93,5
80645,7/22/04,6
231942,4/27/96,5
69347,3/11/98,2
10206,5/25/99,2
46216,12/30/01,7
99269,4/16/96,2
487861,8/18/98,2
482692,7/8/10,6
499407,8/14/02,3
29114,3/4/93,6
220042,12/4/01,1
212852,4/8/95,4
476493,11/8/96,1
220459,8/17/97,7
291007,6/20/03,7
278961,10/2/02,6
240404,5/26/97,3
31182,4/2/97,7
469470,6/4/08,2
238336,11/22/01,7
24580,1/25/06,1
17688,8/11/01,2
451447,5/5/96,4
291291,3/3/95,5
211126,9/5/94,7
50634,1/7/97,5
430924,7/16/89,4
252781,4/19/96,1
297815,3/19/08,6
277252,5/25/99,2
59612,10/21/96,4
423924,10/14/95,7
288573,11/14/93,4
494855,12/4/11,5
457607,11/10/94,1
496918,7/25/99,5
498348,8/26/00,7
49538,2/19/08,7
260141,4/19/95,4
22051,2/3/94,2
453929,6/26/06,7
103359,6/19/96,7
299711,6/24/02,2
426435,9/15/99,3
460127,1/9/96,6
203283,8/25/02,7
68025,10/30/92,1
470323,3/26/02,6
294789,4/26/02,6
287446,1/10/04,2
280182,1/26/97,1
267241,3/15/03,1
17258,2/12/94,2
493918,10/11/00,5
104734,5/2/95,5
405468,8/15/07,6
409128,7/4/97,1
457381,3/9/01,3
27030,1/29/99,5
69854,11/17/98,4
275112,5/12/08,4
259539,12/14/01,7
232557,4/28/96,6
270032,5/2/98,5
232253,12/1/01,5
289151,5/11/93,6
463526,3/29/94,1
282294,8/10/98,5
456144,9/8/95,2
486005,6/6/91,1
74192,11/14/96,2
83415,1/12/07,5
58902,12/15/98,2
416282,9/8/95,5
216205,2/20/12,3
435426,12/14/98,3
442605,11/14/97,4
58582,5/31/00,6
463246,3/2/98,3
224985,6/3/02,6
83019,10/19/97,6
419440,5/6/96,7
487986,3/15/90,5
494212,9/4/02,1
109118,7/6/99,5
450201,8/7/99,3
449474,2/14/96,4
48094,2/12/98,7
53286,1/5/06,4
262583,1/20/95,4
449883,2/11/99,2
417942,5/10/00,1
10043,12/5/96,2
474398,3/6/98,7
59206,10/23/98,1
243217,7/17/01,6
423882,8/1/99,1
465669,6/12/05,1
493549,12/27/05,1
494877,3/26/03,3
45649,2/8/11,1
404581,8/16/03,6
276522,2/3/09,3
437511,10/2/98,1
486706,12/26/00,4
68098,3/21/91,6
41944,12/18/93,2
277653,2/2/93,7
41559,4/26/99,5
91104,9/3/01,1
40683,3/1/99,1
230106,2/12/02,1
70325,12/10/98,7
443170,10/7/01,4
443162,4/27/99,4
206516,7/13/01,2
406745,9/15/01,3
466540,3/9/05,2
237562,6/21/95,5
444395,3/5/01,1
208631,8/2/99,1
42549,4/22/09,2
92932,3/21/94,2
433406,6/18/92,2
282854,6/24/94,4
260555,5/12/07,3
454698,9/25/00,1
291601,3/15/01,2
417148,8/10/96,6
281311,2/8/08,2
252863,12/24/98,6
25340,8/31/08,6
432734,12/12/93,7
410254,8/8/91,6
43409,10/7/99,6
444709,3/22/03,2
281924,1/26/01,5
64506,2/17/96,2
445779,12/7/95,5
71166,8/17/04,7
76868,6/25/00,4
74238,5/10/90,7
10548,9/18/94,1
59157,1/29/95,6
20529,2/15/02,6
220439,10/12/02,7
75926,1/24/03,4
472075,10/21/98,6
289138,9/16/91,1
31754,1/28/98,7
467867,6/13/93,5
272058,4/10/07,6
107029,8/25/07,2
442340,7/8/04,6
405576,3/10/00,5
204244,1/21/08,2
226524,5/13/10,6
476545,3/12/07,4
412903,11/17/97,3
107498,12/17/93,4
48433,1/26/00,2
473099,1/27/95,1
474053,3/2/11,5
433358,5/2/06,7
202465,1/25/00,5
476401,8/29/00,5
235751,11/15/06,6
90296,2/7/94,5
407299,9/26/02,7
246387,4/25/96,2
278372,8/30/02,1
27546,4/13/95,3
483684,12/29/02,2
251380,2/19/03,2
460176,8/7/03,2
80990,8/23/07,5
247757,10/24/95,3
86048,2/12/03,2
427590,5/24/02,3
272856,10/24/06,7
241629,5/25/06,2
469044,6/29/00,6
27325,12/24/00,2
471805,1/4/07,4
26100,8/30/99,5
38642,7/16/01,1
18760,11/8/01,2
32310,12/9/03,3
266095,2/17/10,1
92395,6/29/95,4
297769,8/15/09,3
471176,3/27/01,2
263812,3/19/96,1
262726,9/12/05,7
465017,11/12/04,1
438819,3/31/12,3
283800,10/18/07,5
272729,3/24/01,4
406585,6/7/94,6
429195,10/27/97,2
216253,6/6/93,6
471177,5/7/99,4
35700,4/17/04,5
455898,2/22/03,2
13853,7/27/99,3
443164,5/27/96,1
64955,10/6/91,7
287060,8/6/15,7
268451,6/12/10,1
456039,3/25/98,2
286136,5/30/00,7
284098,2/25/97,5
295982,11/28/01,6
205939,10/5/01,4
106099,10/26/99,4
419105,2/16/98,2
226910,4/30/01,3
42485,11/1/98,2
235438,4/9/90,2
492229,7/12/94,1
439180,7/2/04,2
268660,3/4/02,5
293555,11/28/99,4
84846,7/23/95,5
94772,10/23/97,4
497990,12/30/04,5
61867,10/4/95,1
24393,3/14/93,5
298089,10/9/04,4
490798,10/24/95,2
436665,10/28/98,2
415046,4/4/02,2
258325,7/27/07,6
47042,10/4/01,6
33403,6/22/93,5
86414,3/12/00,2
11681,4/6/95,2
91492,6/8/07,3
468901,4/4/95,6
285025,7/14/04,5
473373,3/18/01,5
413047,9/14/97,5
467972,6/23/99,2
414328,3/10/01,2
242484,6/19/98,2
485767,6/23/94,6
238384,3/14/02,3
487895,6/10/08,4
24168,12/12/01,6
474160,1/6/96,6
60760,7/21/95,3
56972,5/8/07,6
212284,10/9/04,3
66390,4/8/10,1
48778,11/7/99,7
106272,9/17/02,6
72287,10/21/03,1
209561,5/24/09,7
221880,2/6/93,1
269337,8/15/09,3
258489,10/15/97,5
443429,7/10/99,6
35744,11/15/97,1
33275,11/1/96,4
38175,5/12/01,2
484868,10/27/06,4
63408,1/10/95,5
273098,9/14/09,4
261672,10/3/01,1
242714,2/26/97,1
31457,2/5/94,3
43046,12/26/99,7
43725,2/6/95,1
20941,11/19/98,4
475623,9/20/95,5
407416,4/12/97,3
433633,1/8/99,7
39221,2/8/02,2
480707,5/10/02,2
281577,1/13/01,2
16456,11/5/00,2
443607,5/7/93,2
483258,11/18/02,5
417688,11/5/01,4
239376,1/21/94,1
270109,8/27/98,3
88248,6/13/95,3
462266,10/8/01,7
55846,10/19/01,5
235651,9/6/00,3
292206,2/9/04,3
88407,3/22/02,7
468738,10/30/98,3
402949,7/8/01,3
232116,6/12/04,3
90211,5/5/06,2
57874,6/10/07,2
273409,7/28/92,3
27051,5/5/07,1
84674,8/3/91,1
94750,1/30/02,2
29874,8/4/90,2
473476,8/9/02,5
424535,2/21/95,4
493669,4/9/97,1
51730,6/3/03,2
89234,6/21/10,4
20482,6/28/99,6
269487,10/1/04,1
449715,8/29/08,4
252033,2/16/06,1
486549,11/21/97,5
220313,8/25/06,5
497346,4/19/00,7
40765,8/18/06,5
423474,4/3/10,2
28767,4/18/94,1
442397,10/19/99,1
271565,10/29/95,5
210651,2/28/01,3
41347,5/7/02,3
77020,11/17/08,2
15131,11/3/97,1
470260,1/23/98,1
215158,8/6/06,1
452356,8/23/01,5
460121,7/31/01,5
437218,6/20/03,7
453285,11/23/00,6
466396,3/23/01,5
93425,6/22/99,1
97725,10/19/07,6
418029,9/23/03,3
82870,2/8/00,7
83407,3/20/99,1
250962,1/8/01,7
34712,2/1/01,5
470742,8/17/93,6
256805,5/13/02,5
283015,3/31/01,2
76641,3/28/02,2
263691,6/27/03,3
60547,4/17/97,2
34632,8/27/95,5
280517,1/5/97,2
498682,10/18/05,2
92422,10/25/05,7
232729,6/10/00,1
60131,8/1/02,7
47231,3/3/00,6
52914,5/9/06,4
10234,6/5/95,1
247312,9/7/94,2
30381,4/16/98,7
418701,1/27/07,7
441692,12/9/95,7
236227,9/27/00,4
269918,1/7/96,2
452922,2/26/04,4
478324,8/12/02,1
425280,9/13/95,5
285325,4/7/98,1
245214,10/24/02,4
215048,2/25/97,3
469192,3/9/02,5
459914,10/9/04,6
464600,11/24/98,5
282063,11/13/99,1
10866,8/11/01,1
202341,11/6/93,4
410186,7/14/94,4
64214,8/2/97,1
479928,12/17/99,2
261640,10/3/06,2
71128,7/23/93,6
69683,12/11/09,1
484723,1/27/01,1
281713,4/14/91,1
498418,12/15/98,2
88419,2/6/93,7
80093,8/7/05,6
55312,1/30/13,4
458759,5/13/08,4
90944,5/28/96,6
40000,9/29/94,7
35318,2/3/07,5
486213,7/4/07,2
68782,6/26/02,7
487111,1/18/97,7
252979,12/14/10,2
434708,5/23/99,3
107364,4/19/05,3
288230,2/19/99,1
422454,8/30/02,4
61148,5/13/01,6
450856,6/21/99,5
291764,6/23/99,4
71478,3/19/03,7
23885,8/9/97,6
455064,7/21/94,6
254056,2/11/98,4
85826,8/29/01,4
403225,10/23/04,3
451327,8/1/10,3
457422,4/29/98,2
234399,11/6/04,1
105604,7/17/09,3
450714,11/3/08,6
58471,11/10/02,1
442994,1/25/09,2
28650,9/4/06,5
413314,4/12/91,6
279156,10/2/95,2
102630,10/24/08,4
247126,1/16/03,3
430666,3/28/96,5
224844,8/2/98,5
33790,10/8/99,6
432574,7/29/08,6
270590,12/18/02,6
13291,10/5/92,1
477673,5/7/00,2
63739,3/13/08,6
269810,9/28/03,7
256095,8/17/01,1
84252,3/29/07,7
89326,1/15/08,6
273831,9/28/02,6
26943,5/9/10,5
293264,11/15/93,5
442210,8/8/01,7
489800,11/5/95,4
270622,3/6/99,5
88245,3/4/05,6
477437,11/30/92,6
403272,7/26/01,4
432433,6/9/92,3
290335,5/12/07,7
22537,10/18/06,6
42762,12/13/94,7
428152,7/13/99,5
57049,11/27/97,6
91128,10/28/00,3
55336,6/15/06,6
66862,12/7/04,3
408948,4/10/98,1
66039,9/19/95,4
462696,8/5/98,3
61165,8/20/03,7
53525,12/31/02,7
484333,8/5/97,7
440553,9/9/00,5
20619,9/4/03,7
19332,10/3/92,6
224754,4/1/94,7
234660,9/27/98,6
35633,8/31/07,2
475598,5/18/09,7
203217,12/19/96,1
419174,4/28/91,6
276825,11/24/92,2
456304,12/9/00,2
455964,8/10/98,5
413017,10/5/03,4
427453,10/25/02,2
470151,1/10/98,1
422677,3/6/93,3
218505,2/7/95,4
77299,9/17/93,7
213030,9/17/99,5
248458,7/8/95,2
109458,4/9/04,3
84905,6/12/95,4
286433,7/29/04,7
282551,5/15/08,3
296531,3/19/03,5
437857,11/27/04,7
84684,10/3/98,4
73498,12/14/94,1
290252,1/28/98,4
467065,10/10/94,3
26862,12/19/01,4
93196,10/25/00,7
492490,5/23/10,4
231839,10/17/00,1
479987,11/17/90,3
484875,6/8/92,3
475549,9/16/00,7
493187,4/28/01,7
18758,9/1/95,1
281500,4/13/05,7
233984,9/1/95,3
481595,2/20/05,5
242563,6/21/05,7
14253,2/28/96,3
442769,5/12/09,7
247201,10/19/99,3
470231,10/8/99,3
252087,4/5/09,6
267304,1/5/10,6
215309,6/7/03,1
202144,12/3/93,7
279827,8/15/94,1
437688,9/11/02,2
267697,10/30/93,4
271928,8/16/99,4
214617,12/2/99,5
409346,9/17/00,5
105158,6/23/01,6
51304,7/24/09,1
254845,6/28/06,1
90659,8/23/96,6
94858,4/1/04,5
498272,8/10/03,1
248054,6/27/95,3
232507,9/26/00,7
62060,4/7/00,2
469863,7/11/08,2
50656,4/25/96,2
10322,5/2/95,6
299187,4/12/00,4
210973,5/12/01,3
273085,7/7/98,6
290174,4/30/00,7
414330,11/12/92,6
476793,12/23/92,2
436813,10/23/98,2
267197,11/20/99,7
423716,1/2/00,1
230446,3/19/90,5
35571,8/6/92,1
441421,9/19/03,4
273462,12/3/09,7
265534,6/10/07,4
238488,12/15/02,1
485844,1/24/01,6
225280,6/5/91,1
38996,10/17/98,2
279543,4/7/01,1
487750,9/25/08,2
25613,12/2/02,4
446545,7/1/02,2
278142,9/16/08,7
465276,1/21/05,4
22522,12/12/97,5
80959,7/4/02,7
85853,6/13/94,7
280602,1/8/09,2
417813,8/1/01,7
35925,9/28/02,1
234854,6/20/97,4
86855,9/9/05,4
272401,12/14/05,1
79445,4/5/04,6
33193,12/11/96,7
499295,2/26/07,1
58624,3/24/98,6
66776,6/27/97,4
202595,8/9/01,6
298358,7/1/96,3
15558,3/13/95,7
11199,3/6/04,6
63587,6/2/03,1
25441,9/20/04,4
211710,8/20/02,5
71953,3/4/98,3
96039,3/22/99,4
212665,8/25/96,2
25055,6/30/95,1
451000,2/28/99,4
497974,11/12/94,3
419176,7/2/07,4
256561,10/1/00,6
90731,9/29/12,7
275024,9/18/05,4
89931,7/2/05,6
15008,4/9/96,2
448464,11/1/99,4
287094,10/27/91,1
489445,3/24/99,2
30442,8/10/02,1
33057,8/26/04,5
92578,7/22/00,1
485141,10/3/02,1
209201,1/9/91,1
61430,11/13/06,1
88593,10/15/10,4
497575,5/12/04,3
28480,4/16/93,7
464170,11/7/06,5
70198,4/11/95,5
77446,4/12/00,1
98375,10/29/99,7
266497,10/22/98,2
53738,2/6/00,1
233897,9/11/03,1
288070,2/27/01,6
494547,5/11/00,4
273200,2/9/10,2
462100,2/18/97,3
248869,6/12/04,7
238678,6/30/05,2
276244,4/29/01,3
77649,9/9/93,3
233790,7/11/96,3
69798,8/18/99,1
48768,10/25/95,1
282064,3/5/05,4
219235,12/19/06,4
413427,5/8/03,4
99549,5/16/00,1
74609,8/22/00,2
292764,1/26/98,7
205825,12/27/97,5
260007,11/9/90,7
45698,12/7/94,6
411653,10/15/91,1
416080,11/2/03,3
67373,9/27/00,7
107481,5/20/01,1
239842,1/6/00,5
252269,12/1/07,3
236956,12/28/98,3
454147,7/21/04,2
437099,9/16/98,4
21451,8/1/04,4
25547,11/23/93,4
257606,12/1/07,6
44306,11/29/04,7
56480,9/19/95,2
277325,2/14/99,5
53226,11/25/01,6
427241,1/8/04,7
203066,8/20/09,2
62241,12/6/01,3
407330,11/4/05,2
59224,5/30/05,1
101691,1/11/00,6
471488,7/19/05,4
49951,9/30/99,6
34784,6/14/09,1
95493,7/1/04,2
258097,7/14/97,7
492323,4/7/94,7
37041,8/13/04,6
271552,6/3/10,7
492232,12/1/95,5
268329,10/18/98,2
216825,2/9/06,4
75907,4/25/97,7
409721,8/2/96,3
422727,8/28/03,6
482722,3/10/98,3
293615,9/28/04,5
64674,1/12/06,5
271269,2/1/01,6
402254,12/22/99,7
45387,6/30/02,2
203863,3/13/02,4
411611,8/10/94,4
47307,3/9/03,6
294211,4/10/95,5
222104,12/5/02,5
458775,11/11/97,2
259550,11/13/94,3
79869,12/17/01,5
72665,6/3/02,6
469017,10/29/05,4
290402,4/3/00,3
101308,8/6/99,5
227470,2/10/04,2
472221,3/2/95,5
23471,8/20/01,6
104621,7/18/91,7
443548,5/25/06,6
206933,8/28/00,7
99929,3/23/04,7
292404,12/13/94,5
272802,8/25/99,6
205375,11/29/04,6
248519,9/22/07,4
280607,5/9/03,1
10668,4/20/95,7
414669,8/17/02,4
240671,1/25/03,7
432786,2/15/00,7
54303,11/9/99,1
250334,9/5/99,6
50945,5/30/99,6
80556,2/6/00,1
43101,7/2/92,4
449224,8/28/02,1
229928,5/12/99,5
207596,9/1/93,3
284764,1/9/96,7
223705,4/26/97,6
270145,11/20/97,6
84526,10/25/98,5
290313,12/1/03,7
44136,2/4/98,2
202915,7/25/99,4
204572,3/29/99,3
297860,10/13/01,4
91981,9/2/97,6
491517,11/29/90,6
442392,9/24/00,1
256463,3/10/00,6
456744,2/21/91,2
261880,10/3/05,6
492882,6/30/05,6
258533,7/31/97,1
31216,5/23/01,1
272680,8/17/93,6
465383,8/1/01,1
435211,8/15/99,7
235409,7/20/00,1
453139,10/13/91,6
83063,5/7/02,2
14330,9/26/95,4
86201,1/17/93,1
247806,7/25/10,6
217286,6/10/01,2
496569,10/7/03,4
224535,5/31/94,2
275784,1/16/02,2
413283,1/18/99,7
95678,3/11/12,4
33022,10/21/00,5
15537,10/6/99,5
239223,1/4/99,2
55256,8/16/96,2
219494,6/3/10,5
434900,9/13/98,1
215379,7/23/04,4
468085,5/2/07,4
403380,3/6/00,1
10475,5/22/03,4
434331,10/14/98,5
406285,5/8/93,2
465085,6/20/03,7
93317,11/12/00,1
497901,6/10/06,3
28111,12/21/95,5
233975,7/14/98,6
418388,7/28/95,6
287839,8/25/01,6
255520,1/16/96,7
407542,7/2/03,5
84182,7/2/07,7
442617,5/2/97,4
409560,1/14/97,4
299549,1/3/02,7
447439,5/2/97,2
459410,2/28/07,5
15015,5/3/04,6
297587,2/22/01,7
89829,4/7/94,1
262256,2/5/99,5
84020,11/2/08,2
212330,5/1/01,3
456740,6/23/00,3
428048,4/29/04,7
82483,9/3/06,6
55366,3/14/97,2
285279,10/17/91,6
423038,9/16/03,7
257309,2/4/00,7
91196,9/11/06,7
23746,2/21/05,2
406777,1/18/06,7
280513,8/26/97,2
32108,1/2/99,4
440828,12/5/13,4
494818,10/4/99,7
271430,11/20/07,2
456765,3/12/01,2
251617,6/16/07,6
41346,8/14/00,4
80936,8/16/05,5
444370,10/4/94,2
15954,6/27/93,7
99448,1/30/06,7
52594,4/2/03,3
219994,2/19/94,7
201315,8/26/03,1
290665,12/13/89,5
65425,4/25/96,1
443455,5/9/04,4
419295,2/28/90,6
412814,11/18/98,2
74371,9/8/10,6
236303,10/27/91,3
81067,6/5/97,2
259747,9/16/02,5
59960,11/1/96,6
287796,10/4/99,3
28324,2/23/03,3
440858,11/7/06,2
206503,3/17/01,3
482378,11/12/07,5
38527,1/7/99,7
85082,12/30/98,2
422015,1/9/94,5
100328,1/25/97,3
274674,1/26/99,4
207147,2/19/99,4
28152,3/9/94,1
19217,4/29/98,3
25372,10/27/07,1
47171,12/30/03,7
258749,6/8/00,7
239930,8/4/99,4
487757,5/6/96,6
56969,2/4/95,4
416002,4/1/05,4
424455,1/19/01,6
438160,2/28/93,6
432468,8/24/91,6
255526,10/18/04,3
465070,9/25/07,2
456045,1/19/01,7
33974,12/27/09,1
463561,5/22/00,1
442219,11/10/05,4
89618,4/25/99,5
497576,2/13/96,1
231363,8/5/02,5
418181,12/10/03,4
256256,5/2/94,1
84469,6/30/03,4
205752,10/30/05,3
288127,2/2/96,6
277158,6/16/98,6
50897,7/23/99,5
467521,8/29/93,3
38769,1/6/09,1
80359,5/5/00,4
40287,5/15/00,2
423265,5/15/96,4
404753,12/27/05,2
36181,4/24/06,6
260510,2/5/98,1
250457,7/19/06,1
462165,10/17/96,4
39077,1/12/05,6
63765,3/6/01,6
42656,8/25/95,6
470940,5/1/95,1
221352,4/29/97,4
220258,10/30/02,5
294597,7/1/01,4
468518,5/13/90,7
259116,1/5/94,7
19444,6/21/04,2
227972,8/24/99,1
447738,12/23/04,5
229645,7/16/03,2
274308,5/22/11,5
38440,5/15/00,2
455961,10/15/97,2
246574,11/1/98,4
100897,5/23/96,7
409008,8/19/03,1
418585,8/10/98,5
218233,12/10/07,7
406945,3/1/06,6
206855,4/16/01,3
100933,1/6/93,1
295449,8/24/97,6
264177,5/6/03,1
102660,5/14/01,1
101610,2/19/93,5
60063,7/5/04,1
478329,9/28/03,2
10254,5/18/99,7
476755,12/15/98,2
60737,4/10/03,1
283776,5/3/04,6
418706,9/25/04,4
47263,1/26/98,2
234710,6/6/04,6
251660,2/25/99,6
43926,4/10/02,2
21228,4/17/90,1
247502,11/20/01,5
237083,2/28/03,5
238437,3/12/13,6
98256,6/29/97,2
440834,3/19/03,2
61876,7/20/00,7
206003,9/1/94,5
60392,10/8/97,1
263748,7/22/02,3
76938,5/9/08,5
81548,5/26/99,6
458240,3/29/05,2
469681,7/6/07,7
213378,2/20/95,5
89993,4/1/02,7
499355,6/20/02,5
23295,9/8/90,2
438724,2/12/09,4
217662,3/26/02,4
34692,3/25/05,4
281276,7/23/97,5
445881,3/31/97,5
279212,10/9/95,7
64980,6/18/00,3
414695,1/5/99,2
37501,5/10/02,1
284584,11/21/97,3
412329,10/16/97,4
418407,9/3/08,5
299648,4/11/91,3
23554,7/29/98,2
479454,10/8/94,3
89773,11/30/96,4
290785,8/20/02,6
19364,5/2/97,6
402767,4/15/07,2
431618,10/8/97,5
245070,6/14/98,7
11639,9/24/94,5
272795,11/5/00,2
455529,3/17/96,4
425383,2/3/90,7
415115,5/11/11,6
254953,10/19/02,7
460385,1/10/93,5
81546,4/16/02,5
294549,12/27/96,5
496839,6/29/04,5
474580,2/26/92,2
224425,3/23/04,3
298536,8/31/06,3
405171,8/2/00,4
286129,5/15/94,2
49806,9/8/94,5
20963,6/3/02,4
81217,6/21/96,2
448642,6/22/00,4
39453,12/22/94,5
436627,7/20/99,4
24275,5/30/96,6
488879,5/19/02,3
480159,3/31/95,7
55436,7/5/98,3
204082,8/22/05,6
480088,7/15/08,6
407870,10/22/04,1
439824,4/19/98,1
234299,3/23/04,3
252831,4/26/96,4
463058,11/15/95,2
234774,12/9/00,6
278790,4/30/03,5
427957,3/28/89,6
219109,6/27/95,5
32891,9/15/97,2
255005,9/15/06,1
83693,9/15/00,3
469282,8/18/02,2
264726,7/31/02,2
